"OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99105783","Sample-Routine","Water","Surface Water","19201990-12-18","15:10:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073400","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",75,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.97802184","Sample-Routine","Water","Surface Water","19201977-11-08","","","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09073400","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",75,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99105739","Sample-Routine","Water","Surface Water","19201991-02-13","07:25:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",75,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98301562","Sample-Routine","Water","Surface Water","19201983-01-03","16:05:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073400","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",75,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98403184","Sample-Routine","Water","Surface Water","19201983-10-12","13:35:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073400","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",75,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99001849","Sample-Routine","Water","Surface Water","19201990-03-07","10:35:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073400","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",75,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98902482","Sample-Routine","Water","Surface Water","19201988-10-05","08:00:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",75,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.01201711","Sample-Routine","Water","Surface Water","19202012-04-16","19:00:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073400","","","Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Open-Mouth Bottle","","Specific conductance","Total",75,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"SC001","USGS","Specific conductance sensor","USGS National Field Manual, Chapter A6.3","U.S. Geological Survey-Water Resources Discipline","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99801013","Sample-Routine","Water","Surface Water","19201998-01-27","12:35:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81","","Specific conductance","Total",76,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99803731","Sample-Routine","Water","Surface Water","19201998-08-20","08:56:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073400","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",76,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00401461","Sample-Routine","Water","Surface Water","19202004-03-23","12:35:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",76,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.01900001","Sample-Routine","Water","Surface Water","19202018-10-02","13:00:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey","USGS-09085000","","","Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81","","Specific conductance","Total",765,"uS/cm @25C",NA,"Preliminary",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"SC001","USGS","Specific conductance sensor","USGS National Field Manual, Chapter A6.3","U.S. Geological Survey-Water Resources Discipline","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99304939","Sample-Routine","Water","Surface Water","19201993-08-31","14:40:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073400","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",77,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00204202","Sample-Routine","Water","Surface Water","19202002-07-29","13:50:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","L-2170140 recvd 8-02-02","","Stable, low stage","Drought","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81","","Specific conductance","Total",77,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.97802368","Sample-Routine","Water","Surface Water","19201977-11-15","","","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",770,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99501875","Sample-Routine","Water","Surface Water","19201995-04-25","08:45:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",78,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00004476","Sample-Routine","Water","Surface Water","19202000-08-24","10:15:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073400","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",78,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00001658","Sample-Routine","Water","Surface Water","19201999-10-12","14:20:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",78,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99206017","Sample-Routine","Water","Surface Water","19201991-12-11","08:55:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",78,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98102639","Sample-Routine","Water","Surface Water","19201981-09-04","12:00:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","Organization other than U.S. Geological Survey","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",780,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99903218","Sample-Routine","Water","Surface Water","19201999-04-06","11:45:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",79,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99900875","Sample-Routine","Water","Surface Water","19201999-01-22","11:40:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81","","Specific conductance","Total",79,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00300086","Sample-Routine","Water","Surface Water","19202002-10-08","11:50:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81","","Specific conductance","Total",79,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99402754","Sample-Routine","Water","Surface Water","19201994-08-17","12:40:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073400","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",79,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00001222","Sample-Routine","Water","Surface Water","19202000-01-26","09:40:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Stable, low stage","Under ice cover","70","USGS parameter code 82398","Grab sample  (dip)","Other","","Specific conductance","Total",79,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99701139","Sample-Routine","Water","Surface Water","19201997-03-06","12:00:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81","","Specific conductance","Total",79,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98102635","Sample-Routine","Water","Surface Water","19201981-08-06","08:30:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","Organization other than U.S. Geological Survey","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",790,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00500103","Sample-Routine","Water","Surface Water","19202004-10-05","09:15:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",80,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99305096","Sample-Routine","Water","Surface Water","19201992-12-16","08:15:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",80,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98903924","Sample-Routine","Water","Surface Water","19201989-08-16","09:50:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073400","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",80,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00305020","Sample-Routine","Water","Surface Water","19202002-10-02","11:35:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09073300","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",80,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00305021","Sample-Routine","Water","Surface Water","19202002-11-13","11:30:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09073300","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",80,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.97902548","Sample-Routine","Water","Surface Water","19201978-11-14","","","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09073400","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",80,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98002160","Sample-Routine","Water","Surface Water","19201979-11-07","16:00:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09073300","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",80,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98201736","Sample-Routine","Water","Surface Water","19201981-10-14","13:00:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",80,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.97802185","Sample-Routine","Water","Surface Water","19201977-12-06","09:30:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09073400","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",80,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98102438","Sample-Routine","Water","Surface Water","19201981-01-07","17:00:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09073400","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",80,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98102428","Sample-Routine","Water","Surface Water","19201981-01-08","09:45:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09073300","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",80,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98901568","Sample-Routine","Water","Surface Water","19201988-10-05","09:40:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073400","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",80,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98902486","Sample-Routine","Water","Surface Water","19201989-03-29","08:00:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",80,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99105796","Sample-Routine","Water","Surface Water","19201991-03-19","14:15:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073400","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",80,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99606277","Sample-Routine","Water","Surface Water","19201996-03-26","12:30:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",80,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98102638","Sample-Routine","Water","Surface Water","19201981-08-28","15:30:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","Organization other than U.S. Geological Survey","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",800,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
